NDC Description,NDC,Old NADAC Per Unit,New NADAC Per Unit,Classification for Rate Setting,Percent Change,Primary Reason,Start Date,End Date,Effective Date
LEVOTHYROXINE 200 MCG TABLET,16729045715,0.39095,0.38225,G,-2.23,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SERTRALINE HCL 100 MG TABLET,59762516002,0.06708,0.06716,G,0.12,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SODIUM FLUORIDE 0.5 MG/ML DROP,58657032250,0.19360,0.19268,G,-0.48,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TRESIBA FLEXTOUCH 200 UNIT/ML,00169255013,65.02667,65.09407,B,0.10,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GEMFIBROZIL 600 MG TABLET,76282022560,0.10820,0.10473,G,-3.21,Survey Rate,06/16/2021,06/23/2021,06/23/2021
RIVASTIGMINE 3 MG CAPSULE,33342009015,0.32729,0.23930,G,-26.88,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MILI 0.25-0.035 MG TABLET,65862077685,0.20724,0.21276,G,2.66,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLOBETASOL 0.05% CREAM,16714073004,0.65352,0.63324,G,-3.10,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MELOXICAM 15 MG TABLET,61442012710,0.02067,0.02297,G,11.13,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CARVEDILOL 3.125 MG TABLET,00093005105,0.02329,0.02303,G,-1.12,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLINDAMYCIN-BNZ PEROX 1-5% PMP,51672138105,4.61939,2.29943,G,-50.22,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OFLOXACIN 0.3% EYE DROPS,64980051505,1.87245,1.86428,G,-0.44,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOVASTATIN 40 MG TABLET,68180046907,0.06735,0.07452,G,10.65,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLOBETASOL 0.05% OINTMENT,68462053035,0.40879,0.57001,G,39.44,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PREVALITE PACKET,00245003660,1.44928,1.18653,G,-18.13,Survey Rate,06/16/2021,06/23/2021,06/23/2021
METOPROLOL SUCC ER 200 MG TAB,24979004001,0.42071,0.41092,G,-2.33,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ATENOLOL 25 MG TABLET,68382002210,0.02816,0.02710,G,-3.76,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLONIDINE HCL ER 0.1 MG TABLET,00832077760,0.76536,0.89541,G,16.99,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ALPRAZOLAM 0.5 MG TABLET,47335060413,0.02494,0.02369,G,-5.01,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DRONABINOL 2.5 MG CAPSULE,60687037501,1.32425,1.24100,G,-6.29,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PERPHENAZINE 4 MG TABLET,00378535101,0.45410,0.42193,G,-7.08,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ECONTRA ONE-STEP 1.5 MG TABLET,50102021116,8.69276,9.38604,G,7.98,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TELMISARTAN-HYDROCHLOROTHIAZIDE 40-12.5 MG TB,62332020930,1.97707,2.21204,G,11.88,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PREDNISOLONE AC 1% EYE DROP,61314063715,5.31874,5.43637,G,2.21,Survey Rate,06/16/2021,06/23/2021,06/23/2021
HYDROCODONE-ACETAMINOPHEN 5-325 MG TABLET,53746010905,0.10158,0.09171,G,-9.72,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AMLODIPINE-OLMESARTAN 10-40 MG,65862085730,0.65653,0.54422,G,-17.11,Survey Rate,06/16/2021,06/23/2021,06/23/2021
METOCLOPRAMIDE 5 MG/5 ML SOLN,62559019016,0.03794,0.03737,G,-1.50,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TORSEMIDE 20 MG TABLET,57237014001,0.08588,0.08854,G,3.10,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MUPIROCIN 2% OINTMENT,00168035222,0.18672,0.16470,G,-11.79,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FELODIPINE ER 5 MG TABLET,57237010901,0.21642,0.19518,G,-9.81,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOSARTAN POTASSIUM 50 MG TAB,68645049454,0.08769,0.08028,G,-8.45,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LANSOPRAZOLE DR 30 MG CAPSULE,62175043032,0.14976,0.15345,G,2.46,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MINOCYCLINE 100 MG CAPSULE,13668048405,0.39475,0.37540,G,-4.90,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SINUS-HEADACHE 5-325 MG CAPLET,70000056801,0.05083,0.05042,G,-0.81,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ENTACAPONE 200 MG TABLET,51079027301,0.42939,0.42354,G,-1.36,Survey Rate,06/16/2021,06/23/2021,06/23/2021
METHYLPHENIDATE ER(CD) 50 MG CP,00115174001,2.37515,2.63201,G,10.81,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ESOMEPRAZOLE MAG DR 40 MG CAP,67877047990,0.24186,0.23619,G,-2.34,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OMEPRAZOLE DR 10 MG CAPSULE,00781285910,0.12628,0.12619,G,-0.07,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TADALAFIL 20 MG TABLET,68180091407,0.72492,0.64231,G,-11.40,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PENICILLIN VK 250 MG TABLET,00781120510,0.08280,0.07006,G,-15.39,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PREDNISONE 5 MG TABLET,00054472831,0.08071,0.08168,G,1.20,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ARIPIPRAZOLE 10 MG TABLET,00904651161,0.17238,0.17540,G,1.75,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SM TRIPLE ANTIBIOTIC PLUS OINT,49348060072,0.12744,0.13413,G,5.25,Survey Rate,06/16/2021,06/23/2021,06/23/2021
RISPERIDONE 3 MG TABLET,27241000506,0.07152,0.07083,G,-0.96,Survey Rate,06/16/2021,06/23/2021,06/23/2021
RISEDRONATE SODIUM 35 MG TABLET,60505316500,4.06515,3.95045,G,-2.82,Survey Rate,06/16/2021,06/23/2021,06/23/2021
EVAMIST 1.53 MG/SPRAY,00574206727,15.58217,15.23907,B,-2.20,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CHLORTHALIDONE 25 MG TABLET,51079005801,0.19073,0.18627,G,-2.34,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TARINA 24 FE 1 MG-20 MCG TAB,50102022423,0.84652,0.92111,G,8.81,Survey Rate,06/16/2021,06/23/2021,06/23/2021
QUETIAPINE FUMARATE 25 MG TAB,16714045201,0.03331,0.03157,G,-5.22,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ATORVASTATIN 80 MG TABLET,55111012490,0.10449,0.09975,G,-4.54,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PAROXETINE ER 25 MG TABLET,62175047132,1.02613,0.91254,G,-11.07,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CYPROHEPTADINE 2 MG/5 ML SYRUP,39328004416,0.06059,0.05807,G,-4.16,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,47781062505,0.17693,0.16850,G,-4.76,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PROGESTERONE 200 MG CAPSULE,65162080810,0.54880,0.48344,G,-11.91,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ATORVASTATIN 20 MG TABLET,75834025601,0.05859,0.05439,G,-7.17,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OLANZAPINE 2.5 MG TABLET,60505311000,0.09370,0.09602,G,2.48,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLOBETASOL PROP 0.05% FOAM,00378816701,0.58880,0.70877,G,20.38,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GLIMEPIRIDE 4 MG TABLET,16729000301,0.05664,0.05045,G,-10.93,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LEUCOVORIN CALCIUM 5 MG TAB,51079058101,0.83856,0.84979,G,1.34,Survey Rate,06/16/2021,06/23/2021,06/23/2021
RALOXIFENE HCL 60 MG TABLET,69097082515,0.43906,0.39951,G,-9.01,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GABAPENTIN 600 MG TABLET,65862052305,0.10759,0.09982,G,-7.22,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BISOPROLOL FUMARATE 5 MG TAB,52817027030,0.40720,0.38796,G,-4.72,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TRIAMCINOLONE 0.025% OINT,00713022980,0.07538,0.07257,G,-3.73,Survey Rate,06/16/2021,06/23/2021,06/23/2021
POTASSIUM CL ER 10 MEQ TABLET,63304007601,0.27602,0.28023,G,1.53,Survey Rate,06/16/2021,06/23/2021,06/23/2021
JENCYCLA 0.35 MG TABLET,68180087711,0.22327,0.21462,G,-3.87,Survey Rate,06/16/2021,06/23/2021,06/23/2021
HM ORIGINAL NASAL SPRAY 0.05%,62011008001,0.07044,0.06249,G,-11.29,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ACETAMINOPHEN 325 MG TABLET,51645070399,0.01795,0.02401,G,33.76,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CELECOXIB 100 MG CAPSULE,00093716501,0.11513,0.10880,G,-5.50,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ATORVASTATIN 40 MG TABLET,00904629206,0.07217,0.05975,G,-17.21,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SCOPOLAMINE 1 MG/3 DAY PATCH,45802058001,13.94639,11.87511,G,-14.85,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GS SLEEP AID 25 MG TABLET,00113044173,0.11460,0.11204,G,-2.23,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PHENTERMINE 30 MG CAPSULE,51224020250,0.12313,0.12252,G,-0.50,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SM ASPIRIN EC 81 MG TABLET,49348098015,0.01396,0.01458,G,4.44,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TRAMADOL HCL ER 200 MG TABLET,47335086083,2.13795,1.98497,G,-7.16,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DESMOPRESSIN ACETATE 0.1 MG TB,50268022015,0.46236,0.44413,G,-3.94,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ENALAPRIL MALEATE 20 MG TAB,00904561161,0.18481,0.14886,G,-19.45,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NALTREXONE 50 MG TABLET,16729008110,0.79237,0.77529,G,-2.16,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ANTACID LIQUID,46122043340,0.00690,0.00753,G,9.13,Survey Rate,06/16/2021,06/23/2021,06/23/2021
QUETIAPINE ER 300 MG TABLET,33342013609,0.47769,0.48916,G,2.40,Survey Rate,06/16/2021,06/23/2021,06/23/2021
QC SUPHEDRINE 12HR 120 MG CPLT,63868014310,0.29058,0.29269,G,0.73,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ROPINIROLE HCL ER 8 MG TABLET,00228366003,2.32142,2.46207,G,6.06,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NAPROXEN 500 MG TABLET,65162019010,0.07779,0.07650,G,-1.66,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PHENOBARBITAL 20 MG/5 ML SOLN,54932050181,0.12397,0.08346,G,-32.68,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BENZONATATE 100 MG CAPSULE,60687034601,0.09103,0.09078,G,-0.27,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,59746033930,0.18768,0.18462,G,-1.63,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FLECAINIDE ACETATE 100 MG TAB,43199005701,0.25995,0.24663,G,-5.12,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NADOLOL 20 MG TABLET,69238112309,0.45423,0.48581,G,6.95,Survey Rate,06/16/2021,06/23/2021,06/23/2021
METRONIDAZOLE 500 MG TABLET,50111033401,0.15960,0.15560,G,-2.51,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PREGABALIN 150 MG CAPSULE,60687051701,0.11413,0.10397,G,-8.90,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LISINOPRIL 5 MG TABLET,43547041511,0.01709,0.01707,G,-0.12,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CHILD'S ALLERGY 12.5 MG/5 ML,36800037926,0.01415,0.01451,G,2.54,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLOMIPRAMINE 75 MG CAPSULE,70710106703,1.45089,1.24299,G,-14.33,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MEMANTINE HCL 5 MG TABLET,47335032186,0.09178,0.09514,G,3.66,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FLUCONAZOLE 200 MG TABLET,16714069301,0.72129,0.60755,G,-15.77,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DOXYCYCLINE HYCLATE 50 MG CAP,00143314150,0.30524,0.29529,G,-3.26,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LEVOTHYROXINE 200 MCG TABLET,00527329043,0.39095,0.38225,G,-2.23,Survey Rate,06/16/2021,06/23/2021,06/23/2021
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG/15 ML SOLUTION,00121077216,0.06886,0.06131,G,-10.96,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLINDAMYCIN HCL 150 MG CAPSULE,65862018501,0.13982,0.13426,G,-3.98,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,59746033810,0.19738,0.16907,G,-14.34,Survey Rate,06/16/2021,06/23/2021,06/23/2021
HALOPERIDOL DEC 100 MG/ML VIAL,00703713301,27.61240,32.40450,G,17.35,Survey Rate,06/16/2021,06/23/2021,06/23/2021
IRBESARTAN 300 MG TABLET,62332004330,0.33007,0.32310,G,-2.11,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BETAMETHASONE VALER 0.12% FOAM,50742031550,1.69880,1.57160,G,-7.49,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PERMETHRIN 5% CREAM,16714089701,0.39313,0.34806,G,-11.46,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AMLODIPINE-OLMESARTAN 10-20 MG,13668031290,0.43767,0.45530,G,4.03,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ZIPRASIDONE HCL 40 MG CAPSULE,63739000532,0.38019,0.28698,G,-24.52,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BUPROPION HCL XL 300 MG TABLET,50268014115,0.22318,0.20477,G,-8.25,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GABAPENTIN 300 MG CAPSULE,68084076211,0.05179,0.04763,G,-8.03,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FINASTERIDE 5 MG TABLET,67877028890,0.07962,0.06993,G,-12.17,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ASPIRIN EC 81 MG TABLET,70000021802,0.01396,0.01458,G,4.44,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ZOLMITRIPTAN 5 MG TABLET,59746043313,2.23100,1.97907,G,-11.29,Survey Rate,06/16/2021,06/23/2021,06/23/2021
METOPROLOL TARTRATE 50 MG TAB,65862006301,0.02354,0.02365,G,0.47,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GLIPIZIDE ER 2.5 MG TABLET,68084029521,0.15187,0.14205,G,-6.47,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OXYCODONE HCL 15 MG TABLET,68084018401,0.12088,0.11063,G,-8.48,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DESOXIMETASONE 0.25% CREAM,45802049535,1.03046,1.39885,G,35.75,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AMIODARONE HCL 200 MG TABLET,68382022705,0.13834,0.13894,G,0.43,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PREGABALIN 50 MG CAPSULE,00093762398,0.10059,0.08606,G,-14.44,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CEPHALEXIN 250 MG/5 ML SUSP,68180044101,0.09662,0.09595,G,-0.69,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TELMISARTAN 20 MG TABLET,62332008730,0.42599,0.48098,G,12.91,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OXYCODONE HCL 5 MG TABLET,42858000101,0.07236,0.06690,G,-7.55,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DULOXETINE HCL DR 30 MG CAP,68084068311,0.13557,0.13920,G,2.68,Survey Rate,06/16/2021,06/23/2021,06/23/2021
WARFARIN SODIUM 7.5 MG TABLET,51672403401,0.12196,0.11767,G,-3.52,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SM MICONAZOLE 2% VAGINAL CREAM,49348087277,0.13766,0.12806,G,-6.97,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ANASTROZOLE 1 MG TABLET,16729003515,0.14310,0.13758,G,-3.86,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PROGESTERONE 100 MG CAPSULE,17478076610,0.31431,0.31128,G,-0.96,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GABAPENTIN 800 MG TABLET,43547039050,0.12770,0.12581,G,-1.48,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OXYBUTYNIN CL ER 10 MG TABLET,50268062811,0.22943,0.19946,G,-13.06,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DOXEPIN 150 MG CAPSULE,49884022201,0.70284,0.55699,G,-20.75,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CEPHALEXIN 500 MG CAPSULE,65862001940,0.13231,0.13048,G,-1.38,Survey Rate,06/16/2021,06/23/2021,06/23/2021
VARDENAFIL HCL 20 MG TABLET,70710107103,14.29267,11.32696,G,-20.75,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AZATHIOPRINE 50 MG TABLET,68462050201,0.23124,0.26329,G,13.86,Survey Rate,06/16/2021,06/23/2021,06/23/2021
QUETIAPINE FUMARATE 300 MG TAB,16729014901,0.17594,0.14705,G,-16.42,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ARIPIPRAZOLE 5 MG TABLET,65862066230,0.17023,0.16045,G,-5.75,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AMLODIPINE-OLMESARTAN 10-40 MG,13668031130,0.65653,0.54422,G,-17.11,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FENOFIBRATE 67 MG CAPSULE,13668044001,0.16978,0.25025,G,47.40,Survey Rate,06/16/2021,06/23/2021,06/23/2021
EPINEPHRINE 0.3 MG AUTO-INJECT,49502010202,143.74875,143.65462,G,-0.07,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AMOXICILLIN 250 MG/5 ML SUSP,00143988980,0.02459,0.02290,G,-6.87,Survey Rate,06/16/2021,06/23/2021,06/23/2021
COLACE 2-IN-1 TABLET,67618011030,0.41037,0.39134,B,-4.64,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FELODIPINE ER 2.5 MG TABLET,13668013210,0.21905,0.23213,G,5.97,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SILVER SULFADIAZINE 1% CREAM,59762013105,0.14674,0.14547,G,-0.87,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PHENYTOIN SOD EXT 100 MG CAP,68084037601,0.16737,0.17417,G,4.06,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SULFAMETHOXAZOLE-TMP SS TABLET,57237023201,0.06655,0.06607,G,-0.72,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MIDODRINE HCL 2.5 MG TABLET,70700015701,0.25647,0.23612,G,-7.93,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SENEXON-S TABLET,00536116901,0.03007,0.02971,G,-1.20,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FLUOCINONIDE 0.05% SOLUTION,43386002602,0.66714,0.88104,G,32.06,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOSARTAN POTASSIUM 50 MG TAB,65862020230,0.08769,0.08028,G,-8.45,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOSARTAN POTASSIUM 100 MG TAB,62332002990,0.12040,0.11365,G,-5.61,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DOXEPIN 100 MG CAPSULE,59651017701,0.68263,0.71239,G,4.36,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CEPHALEXIN 250 MG CAPSULE,68180012101,0.09890,0.09490,G,-4.04,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DEXTROAMP-AMPHETAMIN 20 MG TAB,00185085301,0.36642,0.35566,G,-2.94,Survey Rate,06/16/2021,06/23/2021,06/23/2021
PROPRANOLOL 80 MG TABLET,00115166202,0.21432,0.19603,G,-8.53,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CIPROFLOXACIN 0.3% EYE DROP,61314065605,2.17101,2.14080,G,-1.39,Survey Rate,06/16/2021,06/23/2021,06/23/2021
RIZATRIPTAN 10 MG TABLET,00378140496,0.61643,0.70971,G,15.13,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DONEPEZIL HCL 5 MG TABLET,31722073730,0.05285,0.05674,G,7.36,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FENOFIBRATE 54 MG TABLET,42858045445,0.17516,0.15850,G,-9.51,Survey Rate,06/16/2021,06/23/2021,06/23/2021
METOPROLOL SUCC ER 100 MG TAB,55111046805,0.17709,0.16400,G,-7.39,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LORATADINE 10 MG TABLET,60505014708,0.06088,0.06107,G,0.31,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MIRTAZAPINE 30 MG TABLET,13107000330,0.10741,0.10584,G,-1.46,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SM IBUPROFEN 200 MG CAPLET,49348019609,0.03306,0.03266,G,-1.21,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ESCITALOPRAM 5 MG TABLET,00093585001,0.05752,0.06005,G,4.40,Survey Rate,06/16/2021,06/23/2021,06/23/2021
POTASSIUM CL 10% (20 MEQ/15 ML) LIQUID,69238145902,0.21051,0.21783,G,3.48,Survey Rate,06/16/2021,06/23/2021,06/23/2021
HM SEVERE COLD-COUGH-FLU PCKT,62011025301,0.53222,0.53267,G,0.08,Survey Rate,06/16/2021,06/23/2021,06/23/2021
VENLAFAXINE HCL 37.5 MG TABLET,16714065601,0.13543,0.09237,G,-31.80,Survey Rate,06/16/2021,06/23/2021,06/23/2021
HM ASPIRIN EC 81 MG TABLET,62011000301,0.01396,0.01458,G,4.44,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TUSSIN CF MULTI-SYMPTOM COLD,70000013301,0.01764,0.01641,G,-6.97,Survey Rate,06/16/2021,06/23/2021,06/23/2021
MIDODRINE HCL 5 MG TABLET,00378190201,0.34582,0.32261,G,-6.71,Survey Rate,06/16/2021,06/23/2021,06/23/2021
GABAPENTIN 400 MG CAPSULE,43547038510,0.07428,0.06088,G,-18.04,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BUSPIRONE HCL 5 MG TABLET,23155002305,0.02902,0.02779,G,-4.24,Survey Rate,06/16/2021,06/23/2021,06/23/2021
EZETIMIBE-SIMVASTATIN 10-20 MG,69238115603,0.87117,0.83288,G,-4.40,Survey Rate,06/16/2021,06/23/2021,06/23/2021
OLANZAPINE ODT 20 MG TABLET,49884032355,0.90431,0.79580,G,-12.00,Survey Rate,06/16/2021,06/23/2021,06/23/2021
TELMISARTAN 80 MG TABLET,67877048433,0.39152,0.39171,G,0.05,Survey Rate,06/16/2021,06/23/2021,06/23/2021
FLUTICASONE PROP 0.05% CREAM,00713072931,0.31844,0.30799,G,-3.28,Survey Rate,06/16/2021,06/23/2021,06/23/2021
QUETIAPINE FUMARATE 300 MG TAB,47335090686,0.17594,0.14705,G,-16.42,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NIFEDIPINE ER 30 MG TABLET,50268059711,0.21171,0.20595,G,-2.72,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BUPROPION HCL SR 100 MG TABLET,47335073613,0.13265,0.14133,G,6.54,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BUSPIRONE HCL 10 MG TABLET,42806008405,0.04176,0.03937,G,-5.72,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AMOXICILLIN 400 MG/5 ML SUSP,57237003375,0.02571,0.02482,G,-3.46,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DOFETILIDE 500 MCG CAPSULE,51862000560,1.06488,0.83430,G,-21.65,Survey Rate,06/16/2021,06/23/2021,06/23/2021
DOXYCYCLINE HYCLATE 20 MG TAB,42806036201,0.19852,0.18930,G,-4.64,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TAB,00591336905,0.17693,0.16850,G,-4.76,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ALPRAZOLAM 2 MG TABLET,67253090310,0.05812,0.05353,G,-7.90,Survey Rate,06/16/2021,06/23/2021,06/23/2021
SM 3-DAY VAGINAL CREAM,49348037954,0.31646,0.31018,G,-1.98,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ZIPRASIDONE HCL 60 MG CAPSULE,68180033307,0.37476,0.37347,G,-0.34,Survey Rate,06/16/2021,06/23/2021,06/23/2021
EZETIMIBE-SIMVASTATIN 10-10 MG,68462032190,1.16595,1.65521,G,41.96,Survey Rate,06/16/2021,06/23/2021,06/23/2021
BUSPIRONE HCL 10 MG TABLET,00093005405,0.04176,0.03937,G,-5.72,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOVASTATIN 20 MG TABLET,61442014205,0.06347,0.06023,G,-5.10,Survey Rate,06/16/2021,06/23/2021,06/23/2021
VENLAFAXINE HCL 75 MG TABLET,00093915701,0.13116,0.11802,G,-10.02,Survey Rate,06/16/2021,06/23/2021,06/23/2021
CLOBAZAM 20 MG TABLET,00527168201,0.59643,0.75750,G,27.01,Survey Rate,06/16/2021,06/23/2021,06/23/2021
LOSARTAN POTASSIUM 50 MG TAB,68382013616,0.08769,0.08028,G,-8.45,Survey Rate,06/16/2021,06/23/2021,06/23/2021
HYDRALAZINE 25 MG TABLET,31722052001,0.04175,0.04250,G,1.80,Survey Rate,06/16/2021,06/23/2021,06/23/2021
HM CHEST RUB,62011007501,0.02333,0.02487,G,6.60,Survey Rate,06/16/2021,06/23/2021,06/23/2021
ZOLPIDEM TARTRATE 10 MG TABLET,13668000805,0.03419,0.03651,G,6.79,Survey Rate,06/16/2021,06/23/2021,06/23/2021
METHYLPHENIDATE CD 50 MG CAP,62175015537,2.37515,2.63201,G,10.81,Survey Rate,06/16/2021,06/23/2021,06/23/2021
NICOTINE 2 MG CHEWING GUM,00536136223,0.21540,0.23061,G,7.06,Survey Rate,06/16/2021,06/23/2021,06/23/2021
AMITRIPTYLINE HCL 50 MG TAB,00378265010,0.19259,0.17846,G,-7.34,Survey Rate,06/16/2021,06/23/2021,06/23/2021
